"","name_text6","state_text6","last_digit_text6"
"3599","•Miller Municipal Light & Power Plant --.","South Dakota","730"
"3600","*Onida Municipal Light & Water Works","South Dakota","730"
"3601","*Parker Municipal Light Plant","South Dakota","730"
"3602","Payne Power and Light","South Dakota","725"
"3603","Peterson Electric Company","South Dakota","726"
"3604","*Pierre, City of.","South Dakota","730"
"3605","*Plankinton Municipal Light & Power Plant","South Dakota","730"
"3606","*Pukwana Light and Power Company","South Dakota","730"
"3607","Quinn Light Company","South Dakota","726"
"3608","Riede, Mr. Alex S","South Dakota","726"
"3609","Schock, G. C","South Dakota","726"
"3610","Sinai Garage and Power Company","South Dakota","727"
"3611","The City of","South Dakota","731"
"3612","*Sioux Valley Empire Electric Association, Inc","South Dakota","732"
"3613","South Dakota Public Service Company","South Dakota","726"
"3614","Tabor Electric Light Plant","South Dakota","731"
"3615","""Timber Lake Light & Power Department","South Dakota","731"
"3616","*Tulare Light Plant","South Dakota","731"
"3617","Tyndall Light & Water Plant","South Dakota","731"
"3618","*Union County Rural Power Company","South Dakota","733"
"3619","•Valley Springs, Town of -","South Dakota","731"
"3620","*Vermillibn City Light and Power Plant","South Dakota","731"
"3621","*Volga, City of","South Dakota","732"
"3622","*Wakonda Electric Service Department","South Dakota","732"
"3623","Wakpala Light Company","South Dakota","726"
"3624","*Watertown Municipal Electric Department","South Dakota","732"
"3625","*Wessiugton Springs Municipal Electric Plant","South Dakota","732"
"3626","Whitewood Light and Power Company","South Dakota","726"
"3627","vVitten Light & Power Co","South Dakota","727"
"3628","Industrial Cotton Mills Co., Inc","South'Carolina","714"
"3629","Lackawanna and Wyoming Valley Power Company. Penns","sylvania","695"
"3630","Aluminum Company of America","Tennessee","739"
"3631","*Appalachian Electric Cooperative","Tennessee","750"
"3632","Appalachian Electric Power Company","Tennessee","736"
"3633","'Athens Board of Public Utilities, City of","Tennessee","739"
"3634","•Benton County, Board of Public Utilities","Tennessee","739"
"3635","*Bolivar Electric Department","Tennessee","739"
"3636","*Brownsville, Department of Electricity, City of","Tennessee","740"
"3637","""Carroll County P^lectrical Department","Tennessee","740"
"3638","*Clarksville Department of Electricity","Tennessee","740"
"3639","•Cleveland Electric System","Tennessee","741"
"3640","•Clinton Power Commission","Tennessee","741"
"3641","""Columbia Power System","Tennessee","741"
"3642","•Cookeville Water & Light Plant T","Tennessee","740"
"3643","Town of ... T","Tennessee","741"
"3644","""Cumberland Electric Membership Corporation . _ .","Tennessee","750"
"3645","•Dayton Electric Light Plant","Tennessee","741"
"3646","*Dickson, Town of","Tennessee","741"
"3647","Dixie Power and Light Company","Tennessee","736"
"3648","*Duck River Electric Membership Corporation","Tennessee","750"
"3649","Ducktown Citizens Light & Power Co","Tennessee","736"
"3650","•Dyersburg Water & Light Department","Tennessee","742"
"3651","*Etowah, Utilities Department, Town of T","Tennessee","742"
"3652","'Fayetteville Electric Distribution System, City o","Tennessee","742"
"3653","•Fort Loudon Electric Cooperative","Tennessee","750"
"3654","Franklin Power & Light Company","Tennessee","737"
"3655","*Gallatin Department of Electricity","Tennessee","742"
"3656","'Gibson County Electric Membership Corporation . T","Tennessee","750"
"3657","*Harriman Power Department","Tennessee","742"
"3658","*Holston Electric Cooperative, Inc","Tennessee","751"
"3659","*Humboldt Electric Utility","Tennessee","743"
"3660","*Jackson Electric Department","Tennessee","743"
"3661","Kingsport Utilities, Incorporated","Tennessee","737"
"3662","*K noxville Electric Power and Water Board","Tennessee","743"
"3663","Knoxville Power Company","Tennessee","737"
"3664","*La Follette Electric Department, City of","Tennessee","743"
"3665","*Lawrenceburg Electric System, City of","Tennessee","743"
"3666","*Lebanon, City of","Tennessee","744"
"3667","•Lenoir City Water and Light Department","Tennessee","744"
"3668","*Lewisburg Light & Power Dept","Tennessee","744"
"3669","*Lexington Electric System","Tennessee","744"
"3670","tion","Tennessee","751"
"3671","*Loudon Power and Light Company","Tennessee","744"
"3672","•Maryville Electric System","Tennessee","745"
"3673","•McMinnville Electric System","Tennessee","744"
"3674","Memphis Generating Company","Tennessee","738"
"3675","•Memphis Light, Gas & Water Division","Tennessee","745"
"3676","*Meriwether Lewis Electric Cooperative","Tennessee","751"
"3677","tion, The","Tennessee","751"
"3678","*Milan, Electricity Department, City of","Tennessee","745"
"3679","*Morristown Water & Electric Light Plant","Tennessee","745"
"3680","•Mount Pleasant Power System","Tennessee","746"
"3681","•Murfreesboro Electric Department","Tennessee","746"
"3682","*Nashville, Electric Power Board of the City of..","Tennessee","746"
"3683","*Newbern Light Plant","Tennessee","746"
"3684","*Newport Electric System","Tennessee","746"
"3685","*Paris, Board of Public Utilities, City of","Tennessee","746"
"3686","*Pickwick Electric Membership Corporation","Tennessee","752"
"3687","Piney Flats Electric Light Company","Tennessee","738"
"3688","*Plateau Electric Cooperative","Tennessee","752"
"3689","*Pulaski Light & Water Department","Tennessee","747"
"3690","•Ripley Power and Light Company T","Tennessee","747"
"3691","T","Tennessee","739"
"3692","*Rockwood Electric Utility","Tennessee","747"
"3693","*Sequachee Valley Electric Cooperative","Tennessee","752"
"3694","*Sevier County Electric System","Tennessee","747"
"3695","*Shelbyville Power System","Tennessee","747"
"3696","*SomerviIle Water and Light Plant","Tennessee","748"
"3697","South Fulton Light and Power Company","Tennessee","738"
"3698","ration","Tennessee","752"
"3699","*Springfield Department of Electricity","Tennessee","748"
"3700","•Sweetwater, Board of Public Utilities, Town of...","Tennessee","748"
"3701","Tennessee Consolidated Coal Company","Tennessee","739"
"3702","Tennessee Products Corporation","Tennessee","739"
"3703","'Tennessee Valley Electric Cooperative","Tennessee","752"
"3704","Townsend Light & Mill Company","Tennessee","738"
"3705","'Trenton Light & Water Plant","Tennessee","749"
"3706","*Tullahoma Light & Water Dept., City of","Tennessee","749"
"3707","*Union City, Corporation of","Tennessee","749"
"3708","tion","Tennessee","753"
"3709","*Volunteer Electric Cooperative","Tennessee","753"
"3710","*Weakley County Municipal Electric System","Tennessee","749"
"3711","Winchester Power Systom","Tennessee","749"
"3712","•Agricultural and Mechanical College Power Plant-","Texas","771"
"3713","* Austin Water, Light, and Power Department","Texas","771"
"3714","*Bailey County Electric Cooperative Association","Texas","779"
"3715","*Baird, Electric Light & Power Plant, City of","Texas","771"
"3716","*Bandera Electric Cooperative, Inc","Texas","780"
"3717","*Bartlett Electric Cooperative, Inc","Texas","780"
"3718","*Bartlett Municipal Light Plant","Texas","771"
"3719","*Belfalls Electric Cooperative, Inc","Texas","780"
"3720","*Bowie-Cass Electric Cooperative, Inc","Texas","780"
"3721","*Bowie Municipal Light Plant","Texas","771"
"3722","*Brady Water and Light Works","Texas","772"
"3723","trict","Texas","772"
"3724","*Brownfield Power and Light Plant","Texas","772"
"3725","*Brownsville Water and Light Department","Texas","772"
"3726","Brownwood Public Service Co","Texas","756"
"3727","*Bryan Municipality, The City of","Texas","772"
"3728","Bryant Power & Light Co., R. B","Texas","756"
"3729","Buna Light and Power Company","Texas","756"
"3730","*Caldwell, City of","Texas","773"
"3731","&","Texas","773"
"3732","""Cap Rock Electric Cooperative, Inc","Texas","780"
"3733","Central Power and Light Company","Texas","756"
"3734","Chapman Power and Light Company","Texas","770"
"3735","*Cherokee County Electric Cooperative Association.","Texas","780"
"3736","*Coleman, City of","Texas","773"
"3737","""Coleman County Electric Cooperative, Inc","Texas","780"
"3738","tion","Texas","780"
"3739","""Commerce, City of","Texas","773"
"3740","•Cooke County Electric Cooperative Assn T","Texas","781"
"3741","•Cooper Light and Power Plant T","Texas","773"
"3742","*Crosbyton, City of","Texas","773"
"3743","Dallas Power 4 Light Company","Texas","758"
"3744","*Deep East Texas Electric Cooperative, Inc","Texas","781"
"3745","•Dennison Project","Texas","773"
"3746","*Denton County Electric Cooperative, Inc","Texas","781"
"3747","•Denton Municipal Water A Light,","Texas","773"
"3748","*De Witt Countv Electric Cooperative, Inc","Texas","781"
"3749","*Electra, City of","Texas","774"
"3750","T","Texas","759"
"3751","Empire Southern Service Co T","Texas","759"
"3752","*Erath County Electric Cooperative Association.- T","Texas","781"
"3753","*Fannin County Electric Cooperative, Inc","Texas","781"
"3754","*Farmers' Electric Cooperative, Inc","Texas","782"
"3755","'Farmers ville Municipal Light Plant","Texas","774"
"3756","'Fayette Electric Cooperative, Inc","Texas","782"
"3757","•Floydada, City of","Texas","774"
"3758","•Floyd County Rural Electric Cooperative, Inc —","Texas","782"
"3759","•Fort Belknap Electric Cooperative, Inc","Texas","782"
"3760","Fort Bend Utilities Company","Texas","759"
"3761","Freeport Sulphur Company","Texas","770"
"3762","*Garland Municipal Utilities T","Texas","774"
"3763","*Gate City Electric Cooperative, Inc T","Texas","782"
"3764","T","Texas","759"
"3765","'Georgetown Water & Light Plant T","Texas","774"
"3766","*Granbury Municipal Utilities","Texas","774"
"3767","*Grayson-Collin Electric Cooperative, Inc","Texas","782"
"3768","*Greenbelt Electric Cooperative, Inc","Texas","782"
"3769","*Greenville Municipal Utilities Dept","Texas","775"
"3770","Greggton Power & Light Co","Texas","760"
"3771","•Guadalupe Valley Electric Cooperative, Inc","Texas","782"
"3772","*Hall County Electric Cooperative, Inc","Texas","782"
"3773","*Hallcttsville Municipal Utilities","Texas","775"
"3774","tion","Texas","783"
"3775","*Hardin Municipal Light Plant","Texas","772"
"3776","*Hearne Municipal Plant","Texas","775"
"3777","*Hill County Electric Cooperative, Inc.-. —","Texas","783"
"3778","*Houston County Electric Cooperative, Inc","Texas","783"
"3779","Houston Lighting & Power Company","Texas","761"
"3780","Humble Oil & Refining Company","Texas","770"
"3781","*Hunt-Collin Electric Cooperative, Inc","Texas","783"
"3782","Imperial Sugar Company","Texas","770"
"3783","*J. A. C. Electric Cooperative Association","Texas","783"
"3784","•Jackson Electric Cooperative, Inc","Texas","783"
"3785","*Johnson County Electric Cooperative Association.","Texas","783"
"3786","""Karnes Electric Cooperative, Inc","Texas","783"
"3787","""Kaufman County Electric Cooperative, Inc","Texas","784"
"3788","*Lamar County Electric Cooperative Association","Texas","784"
"3789","*Lamb County Electric Cooperative, Inc","Texas","784"
"3790","Lewis & Co., J. B","Texas","762"
"3791","*Lexington Municipal Plant","Texas","775"
"3792","""Liberty, City of","Texas","775"
"3793","""•Limestone County Electric Cooperative, Inc","Texas","784"
"3794","""•Livingston, City of","Texas","775"
"3795","*Lockhart, City of","Texas","775"
"3796","*Lone Wolf Electric Cooperative, Inc","Texas","784"
"3797","*Lower Colorado River Authority","Texas","775"
"3798","*Lower Colorado River Electric Cooperative, Inc..","Texas","784"
"3799","*Lubbock City of","Texas","776"
"3800","*Luling Utilities Division, City of","Texas","776"
"3801","*Lyntegar Electric Cooperative, Inc","Texas","784"
"3802","*Magic Valley Electric Cooperatives, Inc","Texas","785"
"3803","*Mansfield Light & Water Works","Texas","776"
"3804","•McCulloch County Electric Cooperative, Inc","Texas","785"
"3805","*McLennan County Electric Cooperative, Inc","Texas","785"
"3806","*Medina Electric Cooperative, Inc","Texas","785"
"3807","*Midwest Electric Cooperative, Inc","Texas","785"
"3808","Morton Power and Light","Texas","762"
"3809","Mullin Power & Light Service","Texas","762"
"3810","Mustang Island Industries, Inc","Texas","770"
"3811","*Navarro County Electric Cooperative, Inc","Texas","785"
"3812","*Nueces Electric Cooperative, Inc","Texas","785"
"3813","Panhandle Power & Light Company","Texas","762"
"3814","•Panola-Harrison Electric Cooperative, Inc","Texas","785"
"3815","Pecos Valley Power & Light Company","Texas","762"
"3816","*Pedernales Electric Cooperative, Inc","Texas","786"
"3817","Reagan Electric Co","Texas","762"
"3818","National Bank, Trustee T","Texas","776"
"3819","*Robstown, City","Texas","777"
"3820","*Rusk County Electric Cooperative, Inc","Texas","786"
"3821","*Sam Houston Electric Cooperative, Inc","Texas","786"
"3822","San Antonio Public Service Company","Texas","763"
"3823","*San Augustine Light and Water Department","Texas","777"
"3824","*San Bernard Electric Cooperative, Inc","Texas","786"
"3825","*Sanger Light and Water Works","Texas","777"
"3826","*San Patricio Electric Cooperative, Inc","Texas","786"
"3827","*Seguin-Light Department, City of","Texas","777"
"3828","*Seymour Municipal Light Plant","Texas","777"
"3829","*Shiner Light and Water Department","Texas","778"
"3830","'Smithville, City of","Texas","778"
"3831","Southern Pine Lumber Co","Texas","770"
"3832","•South Plains Electric Cooperative, Inc","Texas","786"
"3833","*Spur Municipal Light & Power Plant","Texas","778"
"3834","*Stamf ord Electric Cooperative, Inc","Texas","786"
"3835","•Swisher County Electric Cooperative, Inc","Texas","786"
"3836","'Taylor Electric Cooperative, Inc","Texas","786"
"3837","'Teague Light Department","Texas","778"
"3838","'Terrell, City of","Texas","778"
"3839","Texas Electric Service Company","Texas","764"
"3840","Texas General Utilities Company","Texas","765"
"3841","Texas Gulf Sulphur Co., Inc","Texas","770"
"3842","Texas Hydro-Electric Corporation","Texas","765"
"3843","Texas Power & Light Company","Texas","766"
"3844","Texas Power Corporation","Texas","768"
"3845","Texas Public Service Company","Texas","768"
"3846","Texas Public Utilities Corporation","Texas","768"
"3847","*Timpson Light and Water Department","Texas","778"
"3848","*Tri-County Electric Cooperative, Inc","Texas","787"
"3849","*Tulia Municipal Plant, City of","Texas","779"
"3850","'Upshur Rural Electric Cooperative Corporation..","Texas","787"
"3851","*Vernon Municipal Light Department","Texas","779"
"3852","•Victoria County Electric Cooperative Company' .","Texas","787"
"3853","Wade, M. A","Texas","771"
"3854","partment, City of","Texas","779"
"3855","*Weimar, City of","Texas","779"
"3856","Wells Light & Power Co","Texas","769"
"3857","West Texas Utilities Company","Texas","769"
"3858","*Wharton County Electric Cooperative, Inc","Texas","787"
"3859","*Whitesboro Light and Power Plant","Texas","779"
"3860","'","Texas","787"
"3861","Wood County Electric Cooperative, Inc","Texas","787"
"3862","*Yoakum Municipal Utilities","Texas","779"
"3863","Zedler & Sons, C","Texas","771"
"3864","*Roland Light Department","Towa","222"
"3865","Kirby Lumber Company","Tsxas","770"
"3866","*Beaver City Corporation","Utah","793"
"3867","Big Springs Power Co","Utah","789"
"3868","*Blanding Light and Power Department","Utah","793"
"3869","'Bountiful City Electric Department","Utah","793"
"3870","*Brigham City Corporation","Utah","794"
"3871","Columbia Steel Company","Utah","793"
"3872","*Ephraim Electric Light & Power Plant U","Utah","794"
"3873","Escalante Light & Power Co U","Utah","789"
"3874","*Fairview Municipal Electric Plant","Utah","794"
"3875","*Fillmore City Corporation","Utah","794"
"3876","•Garkane Power Association, I ncorporated U","Utah","799"
"3877","Goshen Electric Company","Utah","789"
"3878","Graham Power Company","Utah","790"
"3879","*Heber Light & Power Plant","Utah","794"
"3880","*Helper Electrical Light Department","Utah","794"
"3881","""Holden Town Corporation","Utah","794"
"3882","*Hyrum Electric Light Plant","Utah","795"
"3883","Independent Coal & Coke Company","Utah","793"
"3884","*Kanosh Town Corporation","Utah","795"
"3885","""Kaysville Electric Department","Utah","795"
"3886","*Lehi Electric Light & Power System, The","Utah","795"
"3887","*Levan Electric System","Utah","795"
"3888","*Logan City Municipal Electric Light Plant","Utah","795"
"3889","*Manti City Light and Power Department","Utah","795"
"3890","*Mantua Electric Light Department","Utah","795"
"3891","*Meadow Electric System .","Utah","796"
"3892","*Monroe Power and Light Department","Utah","796"
"3893","*MonticeUo, Town of","Utah","796"
"3894","*Moon Lake Electric Association, Inc .-","Utah","799"
"3895","*Morgan City Corporation","Utah","796"
"3896","•Mount Pleasant Electric Light Department","Utah","796"
"3897","•Murray Power Plant Department","Utah","796"
"3898","*Nephi City Corporation","Utah","797"
"3899","North Logan Telephone & Electric Light Co","Utah","790"
"3900","*Oak City Electrical Department","Utah","797"
"3901","Palmyra & Lakeshore Electric Light Co","Utah","790"
"3902","*Paragonah Municipal Lighting Department","Utah","797"
"3903","*Parowan City Corporation","Utah","797"
"3904","*Payson City Corporation","Utah","797"
"3905","Peoples Light and Power Company","Utah","790"
"3906","*Perry, Town of","Utah","797"
"3907","'Price Light Department","Utah","797"
"3908","•Proyo Department of Utilities","Utah","798"
"3909","*Salem Light and Power System","Utah","798"
"3910","Southern Utah Power Company","Utah","790"
"3911","•Spanish Fork Electric System","Utah","798"
"3912","Spring Canyon Coal Company","Utah","793"
"3913","*Spring City Electric Light and Power System","Utah","798"
"3914","*Springville Municipal Corp","Utah","798"
"3915","•Strawberry Water Users Association","Utah","798"
"3916","Swan Creek Electric Co","Utah","790"
"3917","Telluride Power Company","Utah","791"
"3918","Uintah Power & Light Company","Utah","791"
"3919","Union Portland Cement Company","Utah","793"
"3920","United S'tates Fuel Company","Utah","793"
"3921","Utah Light and Traction Company","Utah","791"
"3922","*Wales, Town of","Utah","798"
"3923","Allied Power and Light Company","Vermont","801"
"3924","*Barton Village, Inc","Vermont","807"
"3925","Blair Veneer Co","Vermont","806"
"3926","*Burlington Electric Light Department, City of..","Vermont","807"
"3927","Community Light & Power Company","Vermont","803"
"3928","V","Vermont","803"
"3929","*Enosburg Falls, Village of V","Vermont","807"
"3930","Franklin Electric Light Company, Inc","Vermont","803"
"3931","Oilman Electric Light & Power Co V","Vermont","803"
"3932","Gilman Paper Company V","Vermont","807"
"3933","Granville Electric Company","Vermont","803"
"3934","Green Mountain Power Corporation","Vermont","803"
"3935","*Hardwick, Village of","Vermont","808"
"3936","*Hyde Park, Village of","Vermont","808"
"3937","International Electric Company","Vermont","804"
"3938","Iroquois Light and Power Company, Inc","Vermont","804"
"3939","Jacksonville, Village of","Vermont","808"
"3940","*Johnson Electric Department, Village of","Vermont","808"
"3941","Johnson, Lawrence E","Vermont","804"
"3942","Lake Electric Corporation","Vermont","804"
"3943","*Ludlow Electric Light Department","Vermont","808"
"3944","*Lyndonville Electric Plant","Vermont","808"
"3945","*Morrisville, Village of","Vermont","809"
"3946","*Northfield Electric Light Department","Vermont","809"
"3947","Norton Electric Light Plant","Vermont","804"
"3948","Olcott Falls Company","Vermont","804"
"3949","""•Orleans, Village of","Vermont","809"
"3950","Plymouth Electric Light Company","Vermont","805"
"3951","Public Electric Light Company","Vermont","805"
"3952","*Readsboro, Village of","Vermont","809"
"3953","Rochester Electric Light & Power Company.","Vermont","805"
"3954","*Shrewsbury Light and Power Company","Vermont","810"
"3955","States & Canada Utilities, Inc","Vermont","805"
"3956","*Stowe, Incorporated Village of 1","Vermont","809"
"3957","•Swanton Village","Vermont","809"
"3958","•Vermont Electric Cooperative, Inc","Vermont","810"
"3959","Vermont Marble Company","Vermont","807"
"3960","Vermont Soapstone Co","Vermont","807"
"3961","Waits River Electric System","Vermont","806"
"3962","* Washington Electric Cooperative, Inc","Vermont","810"
"3963","Waterville Light & Power Corp","Vermont","806"
"3964","Wes-Lon Light and Power Company, Inc__.","Vermont","806"
"3965","*West Burke, Village of","Vermont","810"
"3966","West River Power Co","Vermont","806"
"3967","Wey bridge Light and Power Company, Inc","Vermont","806"
"3968","Woodstock Electric Company","Vermont","806"
"3969","Zipfel, Mrs. Jeanette","Vermont","806"
"3970","Alberine Stone Corporation of Virginia","Virginia","818"
"3971","Albemarle Paper Company","Virginia","818"
"3972","Alpha Portland Cement Co","Virginia","851"
"3973","American Coal Co. of Allegheny County","Virginia","851"
"3974","American Hardwear Company","Virginia","818"
"3975","American Rolling Mill Co., The","Virginia","851"
"3976","American Tobacco Company","Virginia","818"
"3977","*B. A. R. C. Electric Cooperative","Virginia","822"
"3978","Bailey, C. C","Virginia","845"
"3979","Bassetts Furniture Company","Virginia","818"
"3980","•Bedford, Town of","Virginia","819"
"3981","Beech Bottom Power Company, Inc","Virginia","845"
"3982","Birchton Coal Co","Virginia","851"
"3983","Bishop, Mrs. Eva","Virginia","812"
"3984","Black Band Corporation","Virginia","851"
"3985","Black Diamond Power Co","Virginia","845"
"3986","*Blackstone Light and Power Plant..","Virginia","820"
"3987","Braddock Light & Power Company, Incorporated.","Virginia","812"
"3988","Carbon Fuel Co., The","Virginia","851"
"3989","'Central Virginia Electric Cooperative","Virginia","822"
"3990","Cherry River Boom & Lumber Co","Virginia","852"
"3991","Chesapeake Light and Water Company","Virginia","846"
"3992","""Community Electric Cooperative","Virginia","823"
"3993","Community Power Co","Virginia","846"
"3994","W","Virginia","852"
"3995","""Craig-Botetourt Electric Cooperative","Virginia","823"
"3996","Cranberry Manufacturing Co","Virginia","818"
"3997","Crozer Coal & Coke Company","Virginia","852"
"3998","""Culpeper Light & Power Plant","Virginia","820"
"3999","*Danville Water, Gas, & Electric Departments","Virginia","820"
"4000","Davis Coal and Coke Co., The","Virginia","852"
"4001","Eastern Shore Public Service Company of Virginia.","Virginia","812"
"4002","Elk Power Co","Virginia","846"
"4003","Elk River Coal and Lumber Co","Virginia","852"
"4004","*Elkton, Town of","Virginia","820"
"4005","Flat Top Power Company","Virginia","846"
"4006","*Franklin Electric Light and Water Plant","Virginia","820"
"4007","*Front Royal, Town of","Virginia","820"
"4008","Gildersleeve, Mr. J. R W","Virginia","846"
"4009","Glogora Coal Co -","Virginia","852"
"4010","*Grafton, City of","Virginia","856"
"4011","Greenwood Coal Co","Virginia","852"
"4012","Guyan Utilities Company","Virginia","846"
"4013","*Hardy County Light & Power Association, Inc","Virginia","856"
"4014","*Harrisonburg Municipal Electric Plant","Virginia","821"
"4015","*Harrison Rural Electrification Association, Inc","Virginia","856"
"4016","Hitt, F. G","Virginia","818"
"4017","Holston River Power Co","Virginia","813"
"4018","Hutchinson Coal Co","Virginia","852"
"4019","Hydro-Electric Corporation of Virginia","Virginia","813"
"4020","*Iron Gate, Town of","Virginia","821"
"4021","Jewell Ridge Coal Corporation","Virginia","818"
"4022","Kanawha Valley Power Company","Virginia","846"
"4023","Kimball Light & Water Co","Virginia","847"
"4024","Kingston-Pocahontas Coal Co., Inc","Virginia","852"
"4025","Lake Superior Coal Co","Virginia","853"
"4026","Lane Company, The","Virginia","818"
"4027","Larus & Brother Company, Inc","Virginia","819"
"4028","Leckie Fire Creek Coal Co","Virginia","853"
"4029","Lillybrook Coal Co.","Virginia","853"
"4030","Linville Creek Light and Power Co., Inc","Virginia","813"
"4031","Logan County Coal Corporation","Virginia","853"
"4032","Low Volatile Coal Co","Virginia","853"
"4033","MacAlpin Coal Company","Virginia","853"
"4034","Madison Power Company","Virginia","813"
"4035","*Manassas Light Department","Virginia","821"
"4036","Margarette Coal Corporation","Virginia","853"
"4037","•Martinsville Electric Department, City of","Virginia","821"
"4038","Maryland New River Coal Co","Virginia","854"
"4039","Massanutten Power Corporation","Virginia","813"
"4040","McCall Coal Company","Virginia","853"
"4041","Meadow River Lumber Co., The","Virginia","854"
"4042","•Mecklenburg Electric Cooperative","Virginia","823"
"4043","Milburn By-Products Coal Company","Virginia","854"
"4044","Monongahela West Penn Public Service Company.","Virginia","847"
"4045","Monterey Utilities Corporation","Virginia","814"
"4046","Mutual Light Company","Virginia","814"
"4047","*New Martinsville Municipal Utilities","Virginia","856"
"4048","New River & Pocahontas Consolidated Coal Co","Virginia","854"
"4049","*Northern Neck Electric Cooperative","Virginia","823"
"4050","*Northern Piedmont Electric Cooperative, The","Virginia","823"
"4051","Northern Virginia Power Company","Virginia","814"
"4052","Old Dominion Power Company","Virginia","814"
"4053","Page Coal & Coke Co","Virginia","854"
"4054","Page M ining Company","Virginia","854"
"4055","Page Power Company","Virginia","815"
"4056","Parksley Coal & Supply Co","Virginia","819"
"4057","Parsons Tanning Company","Virginia","855"
"4058","Pemberton Coal and Coke Co","Virginia","854"
"4059","Penn-Dixie Cement Company","Virginia","819"
"4060","*Philippi, City of","Virginia","856"
"4061","Point Pleasant Water & Light Co.","Virginia","848"
"4062","Potomac Light and Power Company","Virginia","848"
"4063","*Powell Valley Electric Cooperative","Virginia","823"
"4064","Preston County Coke Co","Virginia","855"
"4065","Preston County Light & Power Co","Virginia","849"
"4066","•Prince George Electric Cooperative","Virginia","823"
"4067","•Prince Williams Electric Cooperative","Virginia","823"
"4068","Quincy Coal Company","Virginia","855"
"4069","*Radford, City of","Virginia","821"
"4070","Raleigh-Wyoming Mining Co","Virginia","855"
"4071","*Ravenswood Municipal Light Plant...","Virginia","856"
"4072","Red Jacket Coal Corporation W","Virginia","855"
"4073","•Richlands, Town of -- V","Virginia","821"
"4074","•Richmond Department of Public Utilities V","Virginia","822"
"4075","V","Virginia","819"
"4076","W","Virginia","855"
"4077","Riverside & Dan River Cotton Mills, Inc V","Virginia","819"
"4078","Roanoke River Power Company","Virginia","815"
"4079","*Salem, Town of","Virginia","822"
"4080","Scotia Coal & Coke Co","Virginia","855"
"4081","*Shenandoah Valley Electric Cooperative","Virginia","824"
"4082","•Southside Electric Cooperative","Virginia","824"
"4083","Sylvania Industrial Corporation","Virginia","819"
"4084","'Tangier Municipal Lighting Plant","Virginia","822"
"4085","Thacker Electric Light & Power Enterprise, I","Virginia","849"
"4086","Thompson Mahogany Company","Virginia","855"
"4087","I ""-County Electric Cooperative","Virginia","824"
"4088","Truax Traer Coal Co","Virginia","855"
"4089","Union Power Company","Virginia","849"
"4090","United Light & Power Company","Virginia","850"
"4091","United States Coal & Coke Co","Virginia","855"
"4092","Valley Electric Company","Virginia","816"
"4093","Virginia East Coast Utilities, Incorporated","Virginia","816"
"4094","*Virginia Electric Cooperative","Virginia","824"
"4095","Department","Virginia","822"
"4096","Virginia Smelting Works","Virginia","819"
"4097","*Wakefield, Town of","Virginia","822"
"4098","War Light and Water Company","Virginia","850"
"4099","West Virginia Coal & Coke Corporation","Virginia","856"
"4100","West Virginia Light, Heat and Power Company","Virginia","850"
"4101","West Virginia Power and Transmission Company","Virginia","850"
"4102","Winding Gulf Collieries","Virginia","856"
"4103","Woodstock Electric Light & Power Co","Virginia","818"
"4104","Virginia Public Service Company","Vjrginia","817"
"4105","Consolidated Edison Company of New York, Inc.. New","w York","530"
"4106","•Alder Mutual Light Company","Washington","839"
"4107","Anderson and Middleton","Washington","832"
"4108","•Benton Rural Electric Association","Washington","839"
"4109","*Big Bend Electric Cooperative, Inc","Washington","839"
"4110","*Blaine Municipal Light Plant","Washington","834"
"4111","Bloedel Donovan Lumber Mills","Washington","832"
"4112","Carlisle Lumber Co","Washington","832"
"4113","•Cashmere Water & Light Department","Washington","834"
"4114","•Centralia Hydro-Electric Plant","Washington","834"
"4115","*Cheney Light Department","Washington","834"
"4116","*Chewelah, City of","Washington","834"
"4117","Clallam Bay Light & Power","Washington","826"
"4118","""Columbia County Rural Electric Association, Inc.","Washington","839"
"4119","*Douglas County Electric Cooperative, Inc","Washington","839"
"4120","*Eatonville Light and Power Co.","Washington","835"
"4121","*Ellensburg Light Department, City of","Washington","835"
"4122","*Elmhurst Mutual Company W","Washington","839"
"4123","*Fircrest. Town of","Washington","835"
"4124","Friday Harbor Light & Power Co","Washington","826"
"4125","*Grand Coulee, City of","Washington","835"
"4126","Grant County Power Co","Washington","826"
"4127","Great Northern Power Co","Washington","826"
"4128","*Inland Empire Rural Electrification, Inc","Washington","840"
"4129","Inland Portland Cement Company","Washington","833"
"4130","Interstate Power & Light Co","Washington","826"
"4131","*Ione, Town of","Washington","835"
"4132","Joint Power Operation","Washington","833"
"4133","*Lakeview Light & Water Company, Inc","Washington","840"
"4134","""""Lincoln Electric Cooperative, Inc","Washington","840"
"4135","*Loveland Mutual Company","Washington","840"
"4136","*Lower Elwha Company","Washington","840"
"4137","Masterson, H. C","Washington","827"
"4138","McCleary Timber Company","Washington","833"
"4139","McCleary Utilities Company","Washington","827"
"4140","Merrill and Ring Lumber Company","Washington","883"
"4141","Metaline Falls Light & Water Co","Washington","827"
"4142","•Milton, Town of.","Washington","836"
"4143","Modern Electric Water Co","Washington","827"
"4144","Molson Light Company","Washington","827"
"4145","*Mutual Power and Light Association of Tanner..","Washington","840"
"4146","Northport Power & Light Co","Washington","827"
"4147","Northwestern Improvement Co","Washington","833"
"4148","*Ohop Valley Mutual Light and Power Company..","Washington","840"
"4149","*Okanogan County Electric Cooperative, Inc","Washington","840"
